Vattentemperatur,E. coli,E. coli prefix,Intestinala enterokocker prefix,Intestinala enterokocker,Eu-bad,Län,Kommun,Badplats,Latitud,Longitud,Badplatstyp,Datum,Vädertyp,Kvalitet,Algblomning
"20,3",2,=,=,2,N,Blekinge,Karlshamn,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411082000000164""  target = ""_blank"">Elleholm</a>","56,1580454576621","14,7395381940959",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
"17,8",1,=,=,8,N,Blekinge,Karlshamn,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411082000000166""  target = ""_blank"">Kollevik</a>","56,1593141210664","14,8983565895716",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
"20,8",2,=,=,2,N,Blekinge,Karlshamn,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411082000000167""  target = ""_blank"">Köpegård</a>","56,189759234354","15,0443731842898",Hav,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
"21,9",1,<,<,1,N,Blekinge,Karlshamn,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411082000000168""  target = ""_blank"">Lilla Öjasjön</a>","56,3097569509036","15,0030466865418",Sjö,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
20,4,=,=,6,N,Blekinge,Karlshamn,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411082000000169""  target = ""_blank"">Långasjön camping</a>","56,2296494802975","14,8520304749263",Sjö,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
"18,7",1,=,<,1,N,Blekinge,Karlshamn,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411082000000171""  target = ""_blank"">Nytäppet</a>","56,1674179354557","14,9780103215068",Hav,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
"17,2",6,=,=,1,N,Blekinge,Karlshamn,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411082000000172""  target = ""_blank"">Sternö</a>","56,1454762441877","14,838350175563",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
"15,8",3,=,<,1,N,Blekinge,Karlshamn,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411082000000173""  target = ""_blank"">Stilleryd</a>","56,1609212503176","14,8152675121364",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
"21,9",5,=,=,1,N,Blekinge,Karlshamn,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411082000000174""  target = ""_blank"">Svartasjön</a>","56,2179696863414","14,9627358510779",Sjö,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
"21,8",1,<,<,1,N,Blekinge,Karlshamn,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411082000000175""  target = ""_blank"">Trehörnan</a>","56,2580550379927","15,0217178128906",Sjö,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
21,2,=,<,1,N,Blekinge,Karlshamn,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411082000000176""  target = ""_blank"">Ällhölen</a>","56,3163308674276","14,8078524110631",Sjö,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
"19,9",13,=,=,40,N,Blekinge,Karlshamn,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411082000004198""  target = ""_blank"">Långasjön södra</a>","56,2223783891194","14,852533589169",Sjö,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
"15,4",10,<,<,10,J,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000198""  target = ""_blank"">Dragsö barnbadvik</a>","56,1733283461634","15,565938546147",Hav,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
"14,4",10,<,<,10,J,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000199""  target = ""_blank"">Saltösand</a>","56,1658742668806","15,563236302141",Hav,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
"15,1",10,=,<,10,J,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000200""  target = ""_blank"">Stumholmen</a>","56,1599494604012","15,600310220052",Hav,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
"16,7",31,=,<,10,J,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000201""  target = ""_blank"">Långö</a>","56,1818269470513","15,581658008845",Hav,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
"16,4",20,=,<,10,J,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000202""  target = ""_blank"">Studentviken</a>","56,1875243911655","15,5909121066979",Hav,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
"16,1",10,<,<,10,N,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000203""  target = ""_blank"">Coldinubadet</a>","56,1786863707547","15,6267791799951",Hav,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
"16,6",10,=,<,10,J,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000204""  target = ""_blank"">Skönstavik</a>","56,2015168596807","15,6014590007766",Hav,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
"21,1",10,<,=,10,N,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000205""  target = ""_blank"">Ringö</a>","56,1838496899784","15,6499824043642",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
"15,8",10,=,<,10,J,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000207""  target = ""_blank"">Tallholmen</a>","56,1828477152792","15,5388038109767",Hav,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
"21,5",10,=,<,10,J,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000209""  target = ""_blank"">Kristianopel</a>","56,2543783172707","16,0420581539609",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
"18,2",10,<,<,10,N,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000211""  target = ""_blank"">Petersvik</a>","56,091454","15,825777",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
"21,4",10,<,<,10,J,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000212""  target = ""_blank"">Hallarum</a>","56,1649790479072","15,8264111124565",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
"19,6",10,<,<,10,J,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000213""  target = ""_blank"">Uttorp, Sturkö</a>","56,0863260834585","15,7041991849061",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
"17,8",10,<,<,10,N,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000214""  target = ""_blank"">Hägnviken, Tjurkö</a>","56,1221533387745","15,6142301797136",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
"19,6",10,<,=,10,N,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000215""  target = ""_blank"">Senoren</a>","56,1226799155686","15,7319670409241",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
"21,1",10,<,<,10,N,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000217""  target = ""_blank"">Knipehall</a>","56,1761423719554","15,6770875107475",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
16,10,=,<,10,J,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000220""  target = ""_blank"">Skärsjön</a>","56,3173923154254","15,4734778896721",Sjö,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
"14,3",84,=,=,20,N,Blekinge,Karlskrona,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411080000000224""  target = ""_blank"">Sandvik, Hasslö</a>","56,0984639133879","15,4605128736594",Hav,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
"19,5",5,=,<,1,N,Blekinge,Olofström,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411060000000273""  target = ""_blank"">Orlunden</a>","56,2526959433047","14,6194514971947",Sjö,2021-06-14 00:00:00,Klart,Tjänligt,Ingen blomning
"11,3",1,=,<,1,N,Blekinge,Olofström,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411060000000273""  target = ""_blank"">Orlunden</a>","56,2526959433047","14,6194514971947",Sjö,2021-05-10 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"19,6",3,=,=,1,N,Blekinge,Olofström,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411060000000274""  target = ""_blank"">Södersjön</a>","56,351794514145","14,5948611542484",Sjö,2021-06-14 00:00:00,Klart,Tjänligt,Ingen blomning
"12,6",1,<,<,1,N,Blekinge,Olofström,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411060000000274""  target = ""_blank"">Södersjön</a>","56,351794514145","14,5948611542484",Sjö,2021-05-10 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"19,6",1,=,<,1,N,Blekinge,Olofström,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411060000000275""  target = ""_blank"">Slagesnässjön</a>","56,3551839361323","14,53861762718",Sjö,2021-06-14 00:00:00,Klart,Tjänligt,Ingen blomning
"10,7",3,=,=,1,N,Blekinge,Olofström,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411060000000275""  target = ""_blank"">Slagesnässjön</a>","56,3551839361323","14,53861762718",Sjö,2021-05-10 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
20,46,=,=,28,N,Blekinge,Olofström,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411060000000276""  target = ""_blank"">Halen</a>","56,2695359022493","14,507554638801",Sjö,2021-06-14 00:00:00,Klart,Tjänligt,Ingen blomning
"11,8",4,=,=,2,N,Blekinge,Olofström,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411060000000276""  target = ""_blank"">Halen</a>","56,2695359022493","14,507554638801",Sjö,2021-05-10 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"19,6",1,<,<,1,N,Blekinge,Olofström,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411060000000277""  target = ""_blank"">Abborrsjön</a>","56,3265640613329","14,6913587234465",Sjö,2021-06-14 00:00:00,Klart,Tjänligt,Ingen blomning
13,1,<,<,1,N,Blekinge,Olofström,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411060000000277""  target = ""_blank"">Abborrsjön</a>","56,3265640613329","14,6913587234465",Sjö,2021-05-10 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
20,12,=,=,1,N,Blekinge,Olofström,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411060000000278""  target = ""_blank"">Stora Oredssjön</a>","56,2609327418205","14,5441562062522",Sjö,2021-06-14 00:00:00,Klart,Tjänligt,Ingen blomning
"11,3",35,=,<,1,N,Blekinge,Olofström,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411060000000278""  target = ""_blank"">Stora Oredssjön</a>","56,2609327418205","14,5441562062522",Sjö,2021-05-10 00:00:00,Mulet,Tjänligt,Ingen blomning
"16,7",1,<,=,1,N,Blekinge,Ronneby,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411081000000147""  target = ""_blank"">Saxemara inre</a>","56,1613247706355","15,2342125534801",Hav,2021-06-09 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
"16,2",1,<,=,1,N,Blekinge,Ronneby,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411081000000149""  target = ""_blank"">Saxemara yttre</a>","56,1581621203897","15,2300752423848",Hav,2021-06-09 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
22,1,=,=,2,N,Blekinge,Ronneby,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411081000000150""  target = ""_blank"">Almö</a>","56,1476486668991","15,4408377113196",Hav,2021-06-09 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
20,18,=,=,6,N,Blekinge,Ronneby,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411081000000151""  target = ""_blank"">Ekenäs</a>","56,1724863273921","15,2802520791213",Hav,2021-06-09 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
"19,3",3,=,<,1,N,Blekinge,Ronneby,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411081000000152""  target = ""_blank"">Gökalv</a>","56,1430555058839","15,2867671877139",Hav,2021-06-09 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
"17,1",2,=,=,1,N,Blekinge,Ronneby,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411081000000153""  target = ""_blank"">Järnavik</a>","56,175231488876","15,0778286885773",Hav,2021-06-09 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
18,1,<,<,1,N,Blekinge,Ronneby,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411081000000154""  target = ""_blank"">Karön</a>","56,1661494134281","15,2896748361637",Hav,2021-06-09 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
"16,1",1,=,<,1,N,Blekinge,Ronneby,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411081000000155""  target = ""_blank"">Kuggeboda</a>","56,1445705532742","15,3773206479103",Hav,2021-06-09 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
"17,6",3,=,<,1,N,Blekinge,Ronneby,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411081000000156""  target = ""_blank"">Millegarne</a>","56,1334816144887","15,3176150389532",Hav,2021-06-09 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
0,3,=,=,15,N,Blekinge,Ronneby,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411081000000157""  target = ""_blank"">Slättanäs</a>","56,1743599532171","15,3955037192212",Hav,2021-06-09 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
"21,2",1,<,=,2,N,Blekinge,Ronneby,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411081000000158""  target = ""_blank"">Galtsjön</a>","56,3750638867941","14,9778811184048",Sjö,2021-06-09 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
"20,9",1,<,=,133,N,Blekinge,Ronneby,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411081000000159""  target = ""_blank"">Härstorpssjön</a>","56,2109971150388","15,2553903742664",Sjö,2021-06-09 00:00:00,Ingen uppgift,Tjänligt m. Anm.,Ingen uppgift
"21,9",9,=,=,26,N,Blekinge,Ronneby,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411081000000160""  target = ""_blank"">Mollsjön</a>","56,3260142537733","15,3120871079959",Sjö,2021-06-09 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
"22,6",1,=,=,4,N,Blekinge,Ronneby,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411081000000161""  target = ""_blank"">Röabysjön</a>","56,2596313415928","15,1372211013198",Sjö,2021-06-09 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
"21,2",1,=,=,4,N,Blekinge,Ronneby,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411081000000162""  target = ""_blank"">Skörjesjön</a>","56,3423209987496","15,1323786550916",Sjö,2021-06-09 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
"21,6",1,=,=,3,N,Blekinge,Ronneby,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411081000000163""  target = ""_blank"">Åsjön</a>","56,4546883977679","15,3788600873456",Sjö,2021-06-09 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
"14,7",2,=,=,1,J,Blekinge,Sölvesborg,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411083000000659""  target = ""_blank"">Hälleviks strand</a>","56,0123621388412","14,7089242081084",Hav,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
"16,6",1,=,<,1,J,Blekinge,Sölvesborg,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411083000000660""  target = ""_blank"">Sandviken</a>","56,0204920773939","14,5985186831064",Hav,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
18,2,=,<,1,J,Blekinge,Sölvesborg,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411083000000661""  target = ""_blank"">Norje Havsbad</a>","56,1261323596627","14,6757763250179",Hav,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
17,1,<,<,1,N,Blekinge,Sölvesborg,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411083000000662""  target = ""_blank"">Hörvik</a>","56,0427186199577","14,7603732299339",Hav,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
18,1,=,<,1,J,Blekinge,Sölvesborg,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411083000000664""  target = ""_blank"">Tredenborg V</a>","56,025822764714","14,5654713292647",Hav,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
15,1,<,<,1,N,Blekinge,Sölvesborg,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0411083000004101""  target = ""_blank"">Torsö V.</a>","56,0055004360189","14,6366592131795",Hav,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
0,7,<,<,20,N,Dalarna,Avesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622084000002478""  target = ""_blank"">Falkudden</a>","60,1819099467505","16,4790838680365",Sjö,2021-06-08 00:00:00,Saknas,Tjänligt,Ingen uppgift
0,6,=,<,10,N,Dalarna,Avesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622084000002479""  target = ""_blank"">Halsjön</a>","60,2194101983926","16,322894138569",Sjö,2021-06-08 00:00:00,Saknas,Tjänligt,Ingen uppgift
20,43,<,<,10,N,Dalarna,Avesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622084000002480""  target = ""_blank"">Lillsjön</a>","60,1322042507156","16,065125012491",Sjö,2021-06-08 00:00:00,Saknas,Tjänligt,Ingen uppgift
20,1,<,=,10,N,Dalarna,Avesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622084000002482""  target = ""_blank"">Sandvikabadet</a>","60,31501645416","16,4239189916102",Sjö,2021-06-08 00:00:00,Saknas,Tjänligt,Ingen uppgift
17,687,=,=,30,N,Dalarna,Avesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622084000002483""  target = ""_blank"">Utsundsbadet</a>","60,1300627832278","16,3331879812976",Sjö,2021-06-08 00:00:00,Saknas,Tjänligt m. Anm.,Ingen uppgift
20,1,=,<,10,N,Dalarna,Avesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622084000002484""  target = ""_blank"">Tjärnsjön</a>","60,1253714139821","16,2674513696392",Sjö,2021-06-08 00:00:00,Saknas,Tjänligt,Ingen uppgift
17,34,=,<,10,N,Dalarna,Avesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622084000002494""  target = ""_blank"">Holmen</a>","60,1508291904511","16,1615884212613",Vattendrag,2021-06-08 00:00:00,Saknas,Tjänligt,Ingen uppgift
20,23,=,<,10,J,Dalarna,Falun,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622080000002939""  target = ""_blank"">Roxnäs,Falun</a>","60,5793538667686","15,6992115527461",Sjö,2021-06-08 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
19,1,<,<,10,J,Dalarna,Falun,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622080000002941""  target = ""_blank"">Stångtjärn, Falun</a>","60,6309890918082","15,5559873973246",Sjö,2021-06-08 00:00:00,Ingen uppgift,Tjänligt,Ingen uppgift
"15,7",2,=,<,10,N,Dalarna,Gagnef,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622026000002614""  target = ""_blank"">Flosjön</a>","60,5164618043764","14,8092443861993",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
"16,9",18,=,=,10,N,Dalarna,Gagnef,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622026000002616""  target = ""_blank"">Högbergsdammen</a>","60,5065124048484","14,9260378740159",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
19,7,=,<,10,N,Dalarna,Gagnef,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622026000002617""  target = ""_blank"">Tansen</a>","60,4162901187777","14,9938187797572",Sjö,2021-06-15 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"18,5",4,=,<,10,N,Dalarna,Gagnef,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622026000002619""  target = ""_blank"">Mojesjön</a>","60,6008282004903","15,088669660507",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
"18,8",1,=,<,10,N,Dalarna,Gagnef,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622026000002620""  target = ""_blank"">Tjärnsjön</a>","60,5931110960338","15,0724163994862",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
"19,1",308,=,=,520,N,Dalarna,Gagnef,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622026000002621""  target = ""_blank"">Edstjärn</a>","60,5698723790344","15,0902677421948",Sjö,2021-06-22 00:00:00,Regn,Otjänligt,Ingen blomning
"17,8",45,=,=,30,N,Dalarna,Gagnef,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622026000002621""  target = ""_blank"">Edstjärn</a>","60,5698723790344","15,0902677421948",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
"17,6",4,=,<,10,N,Dalarna,Gagnef,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622026000002621""  target = ""_blank"">Edstjärn</a>","60,5698723790344","15,0902677421948",Sjö,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
12,99,=,<,220,N,Dalarna,Gagnef,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622026000002621""  target = ""_blank"">Edstjärn</a>","60,5698723790344","15,0902677421948",Sjö,2021-05-25 00:00:00,Mulet,Tjänligt m. Anm.,Ingen blomning
"18,5",4,=,<,10,N,Dalarna,Gagnef,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622026000002622""  target = ""_blank"">Nässjön</a>","60,5597004648745","15,1187499802654",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
"17,8",2,=,=,30,N,Dalarna,Gagnef,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622026000002623""  target = ""_blank"">Präst-Olles sjö</a>","60,5481401421323","15,1399528750907",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
"18,6",1,<,<,10,N,Dalarna,Gagnef,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622026000002627""  target = ""_blank"">Hemstjärn</a>","60,5450433290605","15,2475271658412",Sjö,2021-06-15 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
21,46,=,=,100,N,Dalarna,Hedemora,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622083000002599""  target = ""_blank"">Munkenbadet</a>","60,2842858416796","15,9706295841249",Sjö,2021-06-15 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
18,1,=,<,10,N,Dalarna,Hedemora,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622083000002603""  target = ""_blank"">Vikmanshyttebadet</a>","60,2951377034484","15,8163653578081",Sjö,2021-06-15 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
19,1,=,<,10,N,Dalarna,Hedemora,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622083000002605""  target = ""_blank"">Turbobadet</a>","60,2442840539072","15,8568242339561",Sjö,2021-06-15 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"15,1",17,=,=,30,N,Dalarna,Leksand,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622029000002422""  target = ""_blank"">Tällberg</a>","60,8263502754291","14,976087399426",Sjö,2021-06-17 00:00:00,Saknas,Tjänligt,Ingen uppgift
"18,8",8,=,=,10,N,Dalarna,Leksand,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622029000002425""  target = ""_blank"">Opplimen, Bodlindor</a>","60,7931637002732","15,0559084316127",Sjö,2021-06-17 00:00:00,Saknas,Tjänligt,Ingen uppgift
14,1,<,=,30,N,Dalarna,Leksand,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622029000002427""  target = ""_blank"">Olsnäs</a>","60,7850753255058","14,7825502087941",Sjö,2021-06-17 00:00:00,Saknas,Tjänligt,Ingen uppgift
"19,8",3,=,=,10,N,Dalarna,Leksand,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622029000002428""  target = ""_blank"">Siljansnäs camping</a>","60,7664382047309","14,8730518828448",Sjö,2021-06-17 00:00:00,Saknas,Tjänligt,Ingen uppgift
"19,7",12,=,=,160,N,Dalarna,Leksand,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622029000002429""  target = ""_blank"">Alvik</a>","60,7493632037977","14,8698800561394",Sjö,2021-06-17 00:00:00,Saknas,Tjänligt m. Anm.,Ingen uppgift
"18,6",1,=,=,20,N,Dalarna,Leksand,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0622029000002430""  target = ""_blank"">Leksands strand</a>","60,7482344036647","14,9707709736228",Sjö,2021-06-17 00:00:00,Saknas,Tjänligt,Ingen uppgift
